step,value
411.0,157.06126158245578
412.0,157.06126158245578
413.0,157.06126158245578
414.0,157.06126158245578
415.0,157.06126158245578
416.0,157.06126158245578
417.0,157.06126158245578
418.0,166.2998308421071
419.0,166.2998308421071
420.0,166.2998308421071
421.0,166.2998308421071
422.0,166.2998308421071
423.0,166.2998308421071
424.0,166.2998308421071
425.0,166.2998308421071
426.0,166.2998308421071
427.0,166.2998308421071
428.0,166.2998308421071
429.0,166.2998308421071
430.0,166.2998308421071
431.0,166.2998308421071
432.0,166.2998308421071
433.0,166.2998308421071
434.0,166.2998308421071
435.0,166.2998308421071
436.0,166.2998308421071
437.0,166.2998308421071
438.0,166.2998308421071
439.0,166.2998308421071
440.0,166.2998308421071
441.0,166.2998308421071
442.0,166.2998308421071
443.0,166.2998308421071
444.0,166.2998308421071
445.0,166.2998308421071
446.0,166.2998308421071
447.0,166.2998308421071
448.0,166.2998308421071
449.0,166.2998308421071
450.0,166.2998308421071
451.0,166.2998308421071
452.0,166.2998308421071
453.0,166.2998308421071
454.0,166.2998308421071
455.0,166.2998308421071
456.0,166.2998308421071
457.0,166.2998308421071
458.0,166.2998308421071
459.0,166.2998308421071
460.0,166.2998308421071
461.0,166.2998308421071
462.0,166.2998308421071
463.0,166.2998308421071
464.0,166.2998308421071
465.0,166.2998308421071
466.0,166.2998308421071
467.0,166.2998308421071
468.0,166.2998308421071
469.0,166.2998308421071
470.0,166.2998308421071
471.0,166.2998308421071
472.0,166.2998308421071
473.0,166.2998308421071
474.0,166.2998308421071
475.0,166.2998308421071
476.0,166.2998308421071
477.0,166.2998308421071
478.0,166.2998308421071
479.0,166.2998308421071
480.0,166.2998308421071
481.0,166.2998308421071
482.0,166.2998308421071
483.0,166.2998308421071
484.0,166.2998308421071
485.0,166.2998308421071
486.0,166.2998308421071
487.0,166.2998308421071
488.0,166.2998308421071
489.0,166.2998308421071
490.0,166.2998308421071
491.0,166.2998308421071
492.0,166.2998308421071
493.0,166.2998308421071
494.0,166.2998308421071
495.0,166.2998308421071
496.0,166.2998308421071
497.0,166.2998308421071
498.0,166.2998308421071
499.0,166.2998308421071
